,index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.AgesAllowed,attributes.Open24Hours,attributes.ByAppointmentOnly,attributes.Corkage,attributes.BYOBCorkage,attributes.DriveThru,attributes.GoodForDancing,attributes.CoatCheck,attributes.BestNights,attributes.BYOB,attributes.Smoking,attributes.Music,attributes.BusinessAcceptsBitcoin,attributes.WheelchairAccessible,attributes.RestaurantsTableService,attributes.DogsAllowed,attributes.HappyHour,attributes.BikeParking,attributes.RestaurantsGoodForGroups,attributes.Ambience,attributes.Caters,attributes.GoodForMeal,attributes.NoiseLevel,attributes.RestaurantsReservations,attributes.HasTV,attributes.Alcohol,attributes.RestaurantsAttire,attributes.BusinessAcceptsCreditCards,attributes.GoodForKids,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.OutdoorSeating,attributes.BusinessParking,attributes.WiFi,attributes.RestaurantsPriceRange2,hours.Sunday,hours.Saturday,hours.Friday,hours.Thursday,hours.Wednesday,hours.Tuesday,hours.Monday
2371,191418,4c19YWOjPmbFUK4-V2GEvg,The Library,2302 E Carson St,Pittsburgh,PA,15203,40.4281425,-79.9728382,3.5,193,1,"Restaurants, American (Traditional)",,,,,,,,,,,,,,,True,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'loud',False,True,u'full_bar',u'casual',True,False,True,None,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0
2372,191506,9Yo5Fl8wstZlxBnD0G-uHg,Arby's,4810 McKnight Rd,Pittsburgh,PA,15237,40.5253751673,-80.0049964996,2.5,10,1,"Fast Food, Sandwiches, Restaurants",,,,,,,,,,,,,,,,,,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,,u'average',False,True,u'none',u'casual',True,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,1,10:0-0:0,10:0-1:0,10:0-1:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0
2373,191569,7J4yrdfestwRJJa9XLey-Q,Fairlane,292 Beverly Rd,Pittsburgh,PA,15216,40.3890493,-80.0495364,4.0,56,1,"American (New), Restaurants",,,,,,,,,,,,,,,True,False,True,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',,True,u'full_bar',,True,True,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,2,11:0-15:0,17:0-23:0,17:0-23:0,17:0-22:0,17:0-22:0,,17:0-22:0
2374,191614,j-5O-Ehd2eaCHYgmTSfoRw,Chipotle Mexican Grill,211 Forbes Ave,Pittsburgh,PA,15222,40.4405558779,-80.0019637537,3.0,66,1,"Mexican, Restaurants, Food, Fast Food",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',False,True,u'none',u'casual',True,True,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",'no',1,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
2375,191671,FLmAxYnkZtWybuOmxVgyQA,Mezza 663 Grill,663 Washington Rd,Pittsburgh,PA,15228,40.3813382,-80.0439852,4.5,36,0,"Restaurants, Mediterranean",,,,,,,,,,,,,,,,,,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,False,,,,True,True,True,None,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'free',2,,11:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
2376,191717,r2UzW3YrmpxxkpTOuqOdJA,Little Caesars,809 West View Park Dr,Pittsburgh,PA,15229,40.5177147149,-80.0321029499,2.5,8,0,"Pizza, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
2377,191730,keJGpYownJ-j2zQJ5huvqg,Bigham Tavern,321 Bigham St,Pittsburgh,PA,15211,40.432386,-80.015066,4.0,308,1,"Breakfast & Brunch, Bars, American (New), Chicken Wings, Restaurants, Nightlife, Pubs",,,,,,,False,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,True,True,False,True,False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,True,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",u'free',2,10:0-2:0,10:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-21:0,0:0-0:0
2378,191849,Ef9crW61OYp2UJ0ysi3nEw,Hunan Wok Chinese Takeout,2158 Brownsville Rd,Pittsburgh,PA,15210,40.3915069,-79.9872591,3.0,18,1,"Restaurants, Chinese",,,,,,,,,,,,,,,,,,True,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,,u'quiet',False,True,u'none',u'casual',True,False,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'no',1,,,,,,,
2379,191964,NQ7d9DIzP4Uip8yP9hgwPA,Local Brewhouse,140 Federal St,Pittsburgh,PA,15212,40.448156958,-80.0041090697,2.5,120,1,"Bars, Sports Bars, Restaurants, Nightlife, American (Traditional), Chicken Wings",,,,,,,False,False,,,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,True,True,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",'average',True,True,'full_bar','casual',True,False,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'no',2,11:0-0:0,11:0-2:0,11:0-2:0,11:0-0:0,11:0-0:0,11:0-0:0,0:0-0:0
2380,192058,zuu87Wx0Sv2KCUzY_wGSKQ,Potomac Bakery,1419 Potomac Ave,Pittsburgh,PA,15216,40.3954459,-80.0348262,4.0,44,1,"Restaurants, Food, Bakeries",,,,,,,,,,,,,,,,,,True,,,True,,,,,,,True,,True,False,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,1,,6:0-17:0,6:0-18:30,6:0-18:30,6:0-18:30,6:0-18:30,6:0-18:30
2381,192084,CkVmV4r5t1T_kJTBDqXNZw,Open Bottle Bistro,5884 Ellsworth Ave,Pittsburgh,PA,15232,40.457682,-79.9279112,3.5,16,0,"American (New), Bars, Wine Bars, Restaurants, Nightlife",,,,,,,False,False,,,,{'dj': False},,,True,,True,True,True,"{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',,False,u'full_bar',u'casual',True,,,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,2,,16:30-22:30,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,
2382,192144,dQwH07r6eSfY5cU4McyLFA,Dad's Pub & Grub,1050 Brinton Rd,Pittsburgh,PA,15221,40.428938,-79.874795,4.5,20,1,"Pubs, Beer Bar, Pizza, Bars, American (Traditional), Nightlife, Gastropubs, Restaurants",,,,,,,,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,,,,"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': False, 'casual': None}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,True,,,,True,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
2383,192332,EIFW8Cz9S7-jWWdnZrH3pg,Grand View Buffet,777 Casino Dr,Pittsburgh,PA,15212,40.447428,-80.022353,3.0,116,1,"Barbeque, Buffets, Restaurants, American (New), Food",,,,,,,,,,,,,,,,False,False,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,"{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}",'average',False,False,u'full_bar',u'casual',True,False,False,False,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",'no',2,10:0-14:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
2384,192399,o47aY911-1rK9tHeXOWxFg,Pizza Perfectta,258 S Highland Ave,Pittsburgh,PA,15206,40.4572561,-79.9253542,4.0,125,1,"Pizza, Restaurants",,,,,,,,,,,,,,,,,,True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',False,True,u'none',u'casual',True,True,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,11:0-0:0,11:0-0:0,11:0-1:0,11:0-2:0,11:0-0:0,11:0-0:0,11:0-0:0
2385,192586,p4jRa3qzDJtV-hSjcuNUag,Pi Coal Fired Pizza,1707 E Carson St,Pittsburgh,PA,15203,40.429111,-79.981628,3.5,28,0,"Pizza, Bars, Restaurants, Nightlife",,,,,,,,,,,,,,,,,True,,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,u'average',True,True,u'full_bar',u'casual',True,False,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'no',2,,,,,,,
2386,192729,5fmhGouEy_7WLloRyXRyUg,Pizza Milano,6532 Steubenville Pike,Pittsburgh,PA,15205,40.4496900206,-80.1615959331,3.5,66,1,"Pizza, Restaurants",,,,False,'yes_free',,,,,,,,,,,,,False,True,"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",'average',False,True,'none','casual',True,True,True,True,False,"{'garage': None, 'street': False, 'validated': None, 'lot': True, 'valet': False}",u'no',1,10:0-0:0,10:0-1:0,10:0-1:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0
2387,192897,gs4NP7lZ-71AFTFQ-5Thhg,Bonfire,2100 E Carson St,Pittsburgh,PA,15203,40.4282900102,-79.9760655249,4.0,105,1,"Restaurants, American (New), Bars, Comfort Food, Cocktail Bars, Nightlife",,,,,,,False,False,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}",,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,True,False,True,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,False,True,None,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
2388,192925,-CfqFIH6rxUxJL9gR-k_XA,Dunkin',5889 Forbes Ave,Pittsburgh,PA,15217,40.4381632327,-79.9195761391,2.5,39,1,"Breakfast & Brunch, Coffee & Tea, Restaurants, Donuts, Food",,,,,,,,,,,,,,,,,,True,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,u'average',False,True,'none','casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",'free',1,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0
2389,193092,2YA_V5NMOQ3vBwyMKtQ95Q,The Dinner Detective,530 William Penn Pl,Pittsburgh,PA,15219,40.440592,-79.996589,3.0,7,1,"Dinner Theater, Restaurants, Arts & Entertainment, Comedy Clubs, Performing Arts, Nightlife",,,,,,,,,,,,,,True,True,,,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,,,True,False,u'full_bar',u'dressy',True,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",u'no',3,,11:0-15:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,
2390,193102,b8ublvizuqIw3Ib8pK4fDw,Verde Mexican Kitchen & Cantina,5491 Penn Ave,Pittsburgh,PA,15206,40.46445,-79.9325713,3.5,272,0,"Restaurants, Mexican",,,,,,,,,,,,,,,,,True,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}",True,,u'average',True,True,u'full_bar',u'casual',True,False,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",u'free',2,11:0-21:0,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
2391,193181,dHgbL5EAEawIcqk6aXe2Ow,Peter Allen's,613 Penn Ave,Pittsburgh,PA,15222,40.4428647785,-80.0020460272,2.0,131,1,"Diners, Seafood, Restaurants, Italian",,,,,,,,,,,,,,,True,,,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar','casual',True,False,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",'no',2,12:0-19:0,11:0-0:0,11:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0
2392,193246,LkPQmCF3k6iDqBLY7bsE5Q,The Blind Pig,2210 E Carson St,Pittsburgh,PA,15203,40.4282556,-79.9740374,4.5,18,0,"Food, Pubs, Nightlife, Restaurants, Beer, Wine & Spirits, Bars",,,,,,,,,,,,,,,,,True,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,u'loud',,True,u'full_bar',,True,,,,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,1,11:0-2:0,11:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0
2393,193267,LS4qdaBXNj7Q79nuMNaZ9w,Tazza D'oro,524 Grant Ave,Pittsburgh,PA,15209,40.4810224,-79.9747074,4.0,22,0,"Breakfast & Brunch, Cafes, Coffee & Tea, Food, Sandwiches, Salad, Restaurants",,,,,,,,,,,,,,,,,,,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,False,False,'none',,True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",'free',1,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0
2394,193323,yednPCeCKT2eQWtv5wd7Lg,The Boulevard Restaurant & Bar,605 Mount Royal Blvd,Pittsburgh,PA,15223,40.5124319,-79.95841,3.5,18,0,"Restaurants, American (Traditional), Bars, Nightlife",,,,,,,,,,,,,False,,,,,,True,,True,,u'quiet',False,,u'full_bar',u'casual',True,True,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',1,12:0-20:0,12:0-22:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
2395,193330,XUDOc980cjB0PZvVS-T6Eg,Jimmy Wans,1337 Old Freeport Rd,Pittsburgh,PA,15238,40.4889019,-79.874634,3.5,104,1,"Chinese, Asian Fusion, Sushi Bars, Restaurants",,,,,,,,,,,,,,,,False,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,True,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",u'free',2,11:30-21:30,10:0-23:0,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,0:0-0:0
2396,193410,6Az5aA5sdrqwfJjnS8TROQ,Night Market Gourmet,114 Atwood St,Pittsburgh,PA,15213,40.441257,-79.95815,4.5,35,1,"Asian Fusion, Restaurants, Chinese, Taiwanese",,,,True,,,,,,True,,,,False,True,,,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,False,u'none',,True,,True,True,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",u'free',,12:0-23:30,12:0-23:30,16:30-23:30,16:30-23:30,16:30-23:30,16:30-23:30,16:30-23:30
2397,193442,LhHBcNVQwHIqcm7LDJ0E1Q,Hank's Hotdogs Too,919 Brookline Blvd,Pittsburgh,PA,15226,40.3928642,-80.0183512,4.0,13,1,"Restaurants, Hot Dogs, Burgers",,,,,,,,,,,,,,,,,,,False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,,False,,,u'casual',False,True,True,False,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,,,,,,,
2398,193761,x9DcUQTyx_yjJYLkHLcyBw,Charley's Grilled Subs,100 Robinson Center Dr,Pittsburgh,PA,15205,40.4539943478,-80.1571624645,2.5,3,1,"Sandwiches, Restaurants",,,,,,,,,,,,,,,,,,,True,,,,,False,,,,True,True,True,,,,,,,,,,,,
2399,193785,-kmPZ1i8fJBCAlVcTWqAeA,Grant Bar,114 Grant Ave,Pittsburgh,PA,15209,40.4782693,-79.9697257,4.0,47,1,"Beer Bar, Nightlife, Bars, Restaurants, American (Traditional)",,,,,,,False,,,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,True,,,True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,True,True,False,False,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",u'no',2,,16:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:30
2400,193839,cbddL2q8uRA38RwycB0FJg,Alexander's Italian Bistro,5104 Liberty Ave,Pittsburgh,PA,15224,40.4584424,-79.9436002,3.5,138,1,"Restaurants, Italian",,,,,,,,,,,,,,,,,True,True,True,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",u'average',True,True,u'full_bar',u'casual',True,True,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",u'free',2,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,0:0-0:0
2401,193914,w2tr0PA0b3tg8pId0kjM-A,Gaby Et Jules,5837 Forbes Ave,Pittsburgh,PA,15217,40.438345,-79.921365,4.0,225,1,"Specialty Food, Macarons, Food, Bakeries, Restaurants, French",,,,,,,,,,,,,,,,,,True,False,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",'quiet',False,False,u'none','casual',True,True,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",'no',2,8:0-17:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0
2402,193972,nbsjdiUunohQX1JAxsqpMw,Good L'oven,318 Sewickley Oakmont Rd,Pittsburgh,PA,15237,40.5383026877,-80.049893707,5.0,24,1,"Bakeries, Food, Restaurants, American (Traditional), Breakfast & Brunch",,,,,,,,,,,,,,,,,,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,,,,,,,True,,True,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,,8:0-17:0,8:0-17:0,8:0-18:0,8:0-17:0,8:0-17:0,8:0-17:0
